ax,ay,az,gx,gy,gz,mx,my,mz,timestamp
-9.54,9.55,-1.15,0.60,-0.15,-1.44,-77.83,16.18,-52.67,49744
-4.12,6.65,-9.74,0.10,0.22,-1.39,-79.20,12.58,-53.54,49778
1.27,9.46,-6.44,0.22,-0.30,-0.81,-79.58,9.97,-52.15,49812
-1.88,9.37,-5.57,0.06,0.01,-0.87,-79.20,7.67,-53.92,49846
-4.24,9.66,0.44,-0.07,0.04,-0.65,-78.94,6.56,-54.69,49880
-3.34,9.42,-1.29,-0.09,0.21,-0.59,-78.87,4.84,-56.31,49915
-1.67,11.43,-3.13,-0.44,0.44,-0.51,-78.06,4.27,-57.73,49949
4.65,14.72,-6.91,-0.98,1.11,-0.48,-76.22,4.33,-60.83,49983
10.54,12.29,-10.19,-1.26,2.33,-0.73,-72.67,3.95,-67.10,50017
8.86,12.41,-1.24,-1.17,2.40,-0.17,-67.36,4.69,-74.93,50051
6.61,13.08,-3.03,-0.79,2.12,0.12,-62.69,5.44,-80.93,50085
-0.02,11.14,-0.90,-1.28,2.95,0.15,-57.00,6.46,-88.03,50120
-13.08,6.93,-11.93,-0.72,2.14,-0.29,-50.06,8.52,-94.97,50154
2.08,5.53,-5.98,-0.56,2.09,-0.41,-44.87,9.31,-100.25,50188
0.18,5.98,-5.19,-0.64,1.43,-0.80,-39.99,9.95,-102.95,50222
-5.53,4.82,-6.78,-0.07,1.09,-0.29,-34.83,11.43,-106.91,50256
-9.42,4.68,-6.87,0.41,0.49,0.22,-32.23,12.00,-109.92,50291
-10.03,8.21,-1.37,1.20,-0.80,1.14,-31.70,11.05,-112.23,50325
-7.46,7.81,-4.00,0.99,-1.28,0.54,-35.37,10.68,-112.48,50359
-8.19,6.96,-2.88,0.85,-1.78,0.36,-39.37,10.46,-112.86,50393
-8.56,7.67,-4.24,0.66,-1.48,0.49,-44.87,11.27,-112.93,50427
-10.11,5.61,-3.60,0.87,-1.53,0.30,-49.18,11.31,-112.72,50461
-4.02,8.32,-3.12,1.08,-1.76,0.39,-53.96,10.42,-111.52,50496
4.15,9.68,-7.27,1.46,-2.55,0.81,-60.74,8.90,-109.09,50530
-2.19,9.96,-2.81,0.92,-1.77,0.53,-65.21,8.86,-107.76,50564
-0.98,6.78,-3.95,0.33,-1.21,0.30,-69.18,10.46,-105.41,50598
-4.35,8.25,-4.38,-0.00,-0.86,-0.14,-70.90,13.52,-105.28,50632
-1.93,7.85,-0.39,-0.15,-0.73,-0.53,-72.89,14.78,-105.42,50666
-2.41,9.77,-1.22,-0.35,-0.36,-0.65,-74.01,17.16,-104.87,50701
-2.65,9.60,-5.53,-0.33,-0.06,-0.58,-74.50,19.23,-105.50,50735
-1.78,10.44,-2.89,-0.30,0.58,-0.28,-73.44,25.78,-107.13,50769
